date,price,volume,,
1682934087,28646.55003,0.112,,
1682934117,28640.07721,0.093,,
1682934132,28634.54738,0.082189765,,
1682934147,28630.18657,0.056,,
1682934194,28618.68251,0.280595301,,
1682934209,28626.19426,0.053369901,,
1682934240,28600.75885,0.046107211,,
1682934346,28599.18357,0.000382697,,
1682934361,28597.27331,0.056,,
1682934466,28594.74116,0.118349884,,
1682934481,28569.17297,0.215256315,,
1682935629,28556.05949,0.003148544,,
1682937537,28556.46621,0.009800882,,
1682939145,28562.21606,0.184762628,,
1682939192,28568.37998,0.009337411,,
1682942474,28567.87055,0.026252511,,
1682942489,28565.28546,0.056,,
1682942504,28545.19814,0.40308794,,
1682942564,28516.20467,0.013680313,,
1682943152,28522.42913,0.199855929,,
1682943167,28532.19681,0.092203463,,
1682943182,28538.85168,0.106688113,,
1682944105,28545.71372,0.098323383,,
1682944120,28552.57405,0.106282423,,
1682944135,28559.41134,0.096316401,,
1682944150,28576.22026,1.096607291,,
1682944180,28646.71882,0.026179086,,
1682944240,28642.51095,0.026182932,,
1682944270,28633.82091,0.081994919,,
1682944468,28625.13288,0.026198827,,
1682944544,28620.92659,0.026202677,,
1682947542,28630.66376,0.348891702,,
1682948149,28635.66187,0.201639193,,
1682948164,28621.71631,0.20501274,,
1682948179,28603.34032,0.103787317,,
1682948664,28581.06969,0.174120141,,
1682949070,28562.64583,0.056,,
1682949361,28553.69541,0.056,,
1682949391,28534.18303,0.192460805,,
1682949587,28505.96455,0.168,,
1682949602,28449.21186,0.558784879,,
1682949647,28418.42878,0.163962471,,
1682949693,28437.90412,0.086039068,,
1682949709,28463.09749,0.236932372,,
1682949724,28482.14661,0.007050697,,
1682949935,28490.04514,0.094020864,,
1682949997,28516.47975,0.243922613,,
1682950601,28540.16569,0.137074675,,
1682950616,28549.41108,0.139001033,,
1682950631,28563.47508,0.278000186,,
1682950889,28566.27986,0.195004579,,
1682950934,28547.77685,0.645270381,,
1682951041,28507.75581,0.191025654,,
1682951195,28506.59888,0.412776992,,
1682951210,28525.00245,0.137999975,,
1682951831,28525.87167,0.112,,
1682952047,28515.6098,0.195017334,,
1682953392,28512.48792,0.353345499,,
1682953438,28506.69814,0.16702594,,
1682953545,28492.34049,0.1,,
1682953635,28488.97927,0.107164962,,
1682954000,28478.25416,0.056,,
1682954030,28456.49894,0.268028898,,
1682954184,28413.13203,0.378962191,,
1682954260,28392.23557,0.144013916,,
1682954501,28397.05283,0.154465766,,
1682954516,28387.32609,0.295264206,,
1682954532,28354.29335,0.204936376,,
1682954547,28317.81441,0.350702923,,
1682954562,28294.82321,5.50059E-05,,
1682954637,28259.55688,0.539024852,,
1682954652,28224.33701,9.34768E-05,,
1682954667,28214.516,0.152467302,,
1682954682,28194.39138,0.155999438,,
1682954697,28184.22445,7.80107E-05,,
1682954712,28200.73144,0.253024222,,
1682954757,28217.31517,0.001162684,,
1682954787,28217.53453,0.002199444,,
1682954923,28200.12828,0.268998306,,
1682955105,28182.8165,0.003544713,,
1682955120,28159.90007,0.35543482,,
1682955135,28146.00712,0.14199996,,
1682955150,28165.40033,0.155973983,,
1682955377,28181.94668,0.098025687,,
1682955651,28174.97746,0.204996643,,
1682955958,28324.67987,1.515646074,,
1682956018,28171.69831,0.121990793,,
1682956048,28183.92338,0.025995905,,
1682956063,28190.78374,0.057,,
1682956078,28203.18748,0.092981866,,
1682956409,28215.77919,0.145031038,,
1682956696,28221.77826,0.171596752,,
1682957089,28246.80401,0.143996793,,
1682957104,28265.78187,0.084999065,,
1682957329,28265.78182,0.084999686,,
1682957495,28250.6144,0.097992855,,
1682957510,28234.38254,0.098003456,,
1682957645,28218.6603,0.091999623,,
1682957660,28198.72524,0.149000295,,
1682957975,28189.60967,0.094997391,,
1682957990,28194.53568,0.050980488,,
1682958246,28197.91132,0.317733209,,
1682958276,28178.88826,0.093037087,,
1682958337,28152.30046,0.229031875,,
1682958352,28121.63225,0.142971341,,
1682958429,28111.77206,0.057,,
1682958444,28129.61701,0.474200874,,
1682958519,28147.47451,0.057,,
1682958534,28151.30956,0.057,,
1682958624,28159.20169,0.177517809,,
1682958639,28186.2209,1.30465283,,
1682959959,28283.01502,0.057,,
1682959974,28292.84595,0.232670159,,
1682960094,28311.94961,0.329804179,,
1682960109,28331.73497,0.856876372,,
1682960424,28433.45033,0.514,,
1682960834,28435.70974,0.081966682,,
1682960880,28421.63791,0.082999051,,
1682960974,28407.48845,0.083000221,,
1682961612,28408.64949,3.584079647,,
1682961627,28396.93025,3.760347523,,
1682961828,28386.87614,0.209915446,,
1682962027,28364.29128,0.076003513,,
1682962057,28345.29697,0.152000471,,
1682962072,28326.3199,0.076000088,,
1682962103,28307.36405,0.151999766,,
1682962181,28285.27109,0.114,,
1682962332,28271.08192,0.057,,
1682962529,28276.44983,0.297751159,,
1682962876,28290.85834,0.126999451,,
1682962906,28301.24603,0.178998876,,
1682962936,28319.48017,0.357711121,,
1682964900,28323.65081,0.234995599,,
1682964915,28309.3439,0.185998447,,
1682964946,28301.09066,0.057,,
1682964978,28292.84155,0.186002213,,
1682964993,28277.95398,0.317811009,,
1682965023,28275.39048,0.114,,
1682965190,28259.9332,0.177106045,,
1682965325,28253.81327,0.003542888,,
1682965874,28252.32903,0.213624492,,
1682965981,28231.28113,0.057,,
1682966011,28218.38138,0.098912109,,
1682966041,28200.76892,0.114,,
1682967430,29459.62996,3.294779945,,
1682967492,28197.49092,0.026597264,,
1682967628,28195.69526,0.026598958,,
1682967780,28193.00193,0.053201304,,
1682967962,28189.41108,0.053208081,,
1682968082,28185.82046,0.053214859,,
1682968178,28183.31891,0.026610819,,
1682968299,28180.37551,0.255908,,
1682968329,28156.8304,0.259810913,,
1682968421,28136.10205,0.158226109,,
1682968467,28123.53168,0.095515131,,
1682968482,28116.162,0.053327148,,
1682968512,28062.38362,1.032753652,,
1682968527,27985.74426,0.498,,
1682968572,27960.80149,0.002219639,,
1682968602,27960.91781,9.43575E-05,,
1682968617,27958.20293,0.054118553,,
1682968648,27952.7255,0.057078649,,
1682968663,27946.99191,0.057055696,,
1682968693,27944.1964,0.001174048,,
1682968723,27940.21232,0.080517443,,
1682968784,27930.44837,0.114,,
1682968799,27921.86877,0.057,,
1682968814,27919.18924,0.003578184,,
1682968859,27916.67441,0.053726143,,
1682968919,27918.73509,0.194868257,,
1682968934,27930.99855,0.057,,
1682968994,27957.25891,0.465808162,,
1682969009,28013.76108,0.656747302,,
1682969069,28044.15274,0.053482049,,
1682969130,28035.68515,0.114976089,,
1682969146,28024.08251,0.11499976,,
1682969161,28014.23459,0.080304707,,
1682969236,28015.98303,0.114984912,,
1682969266,28034.78388,0.257953595,,
1682969678,28046.38034,0.026740161,,
1682969768,28036.78245,0.165002688,,
1682969783,28021.66252,0.134768961,,
1682969888,28011.99389,0.057,,
1682969903,28006.42299,0.053542999,,
1682969980,28000.85376,0.057,,
1682969995,27981.47249,0.328,,
1682970010,27956.47251,3.650010242,,
1682970025,27956.48371,3.650011136,,
1682970195,27970.40352,0.108010093,,
1682970333,27981.54247,0.215022718,,
1682970348,27992.28896,0.189754143,,
1682970378,28000.76128,0.129202439,,
1682970393,28015.50599,0.425498073,,
1682970456,28031.13992,1.569604941,,
1682970471,27999.9678,0.113976965,,
1682970487,27988.12797,0.121151755,,
1682970517,27976.29442,0.113999704,,
1682970547,27969.21158,0.026813907,,
1682970608,27973.59675,0.113999564,,
1682970698,27973.59675,0.113999605,,
1682970714,27966.51482,0.026816493,,
1682970732,27959.7375,0.108002793,,
1682970824,27952.96151,0.026829495,,
1682970915,27948.91767,0.053664165,,
1682970930,27942.46016,0.074909992,,
1682970945,27935.83733,0.057,,
1682971218,27931.62866,0.026849985,,
1682971280,27928.93371,0.026852576,,
1682971299,27919.76166,0.15598868,,
1682971482,27915.82478,0.1469995,,
1682971513,27921.12996,0.053669031,,
1682971573,27930.43163,0.298000707,,
1682971618,27942.26041,0.148999844,,
1682971709,27951.66044,0.205999957,,
1682971724,27962.39004,0.199000034,,
1682971739,27969.17517,0.057,,
1682972148,27969.97542,0.026813786,,
1682972367,27964.65741,0.173815526,,
1682972382,27956.1565,0.146999805,,
1682972458,27951.55186,0.02683146,,
1682972473,27946.81626,0.151998633,,
1682972488,27939.22349,0.614050701,,
1682972503,27931.94317,0.450112632,,
1682972638,27908.65224,0.026872703,,
1682972716,27906.61306,0.05228714,,
1682972764,27876.20088,0.554789052,,
1682972824,27862.06931,0.516933926,,
1682972869,27867.62666,0.305971039,,
1682972884,27858.85584,0.026920736,,
1682972991,27862.17712,0.152999631,,
1682973036,27870.24015,0.152999815,,
1682973051,27881.84687,0.287238755,,
1682973066,27893.43371,0.152000144,,
1682973081,27902.96249,0.208999756,,
1682973174,27912.4959,0.152000132,,
1682973265,27925.29549,1.445802187,,
1682973280,27997.22528,0.026787078,,
1682973310,27990.58952,0.104998466,,
1682973371,27983.95502,0.026799781,,
1682973449,27981.56719,0.05213175,,
1682973529,27978.5602,0.026804948,,
1682973607,27975.86299,0.026807532,,
1682973700,27973.16591,0.026810117,,
1682973941,27966.53746,0.105000002,,
1682973956,27956.38335,0.097002957,,
1682973971,27941.46469,0.199999117,,
1682974002,27930.07643,0.026851477,,
1682974093,27927.38156,0.026854068,,
1682974108,27915.65266,0.206997793,,
1682974138,27894.25186,0.220041675,,
1682974198,27881.88673,0.026897885,,
1682974243,27841.06866,0.789780941,,
1682974258,27793.23113,0.169035136,,
1682974288,27787.25168,0.048992153,,
1682974303,27792.5307,0.057001078,,
1682974318,27800.50277,0.103003662,,
1682974365,27806.90386,0.02542767,,
1682974410,27808.31998,0.002978704,,
1682974519,27808.31998,0.002978704,,
1682974550,27806.73581,0.028798806,,
1682974581,27788.76111,0.331997721,,
1682974629,27770.88819,0.027005392,,
1682974675,27766.65937,0.058,,
1682974720,27762.43099,0.027013618,,
1682974797,27759.74421,0.027016233,,
1682974827,27742.12737,0.327789074,,
1682974842,27736.90326,0.195015839,,
1682974891,27750.3051,0.142009815,,
1682974906,27760.43315,0.244991211,,
1682974951,27770.61839,0.144000287,,
1682974981,27778.34659,0.151002191,,
1682974997,27786.26148,0.150999806,,
1682975012,27798.14049,0.301999933,,
1682975030,27810.02629,0.15100009,,
1682975045,27817.9544,0.150989735,,
1682975077,27827.78534,1.511662571,,
1682975092,27889.05027,0.319217656,,
1682975152,27871.72494,0.026907692,,
1682975216,27869.03287,0.026910291,,
1682975232,27862.50495,0.10362842,,
1682975384,27855.97825,0.026922902,,
1682975913,27855.39103,0.028798806,,
1682975948,27858.65202,0.095011433,,
1682975965,27862.4192,0.047993731,,
1682976115,27867.74066,0.143021246,,
1682976162,27891.17151,0.756338217,,
1682976750,27925.80578,1.479691625,,
1682976780,27998.56468,0.057,,
1682976810,28009.11088,0.152311637,,
1682976825,28039.30549,0.448140043,,
1682977069,28056.55029,0.10197908,,
1682977099,28046.48504,0.101999974,,
1682978897,28033.29921,0.160998698,,
1682979332,28036.74865,0.434927047,,
1682979470,28051.85295,0.136001037,,
1682979672,28055.52012,0.003311149,,
1682980330,28049.65721,0.226054972,,
1682980807,28052.65248,0.339838803,,
1682980822,28065.04978,0.131000295,,
1682980837,28091.62473,1.833138089,,
1682980867,28193.51251,0.65309445,,
1682980882,28211.13221,0.298615554,,
1682981004,28193.44494,0.05705532,,
1682981020,28180.87069,0.196014501,,
1682981068,28163.69124,0.149985513,,
1682981115,28148.66075,0.152999992,,
1682981222,28131.36113,0.196033635,,
1682981393,28109.13033,0.252966067,,
1682981439,28088.90227,0.15601918,,
1682981473,28078.37516,0.057,,
1682982116,28079.04059,0.132018732,,
1682982131,28086.0043,0.132000227,,
1682982270,28096.63915,0.271001741,,
1682982285,28104.955,0.04399126,,
1682982316,28109.78828,0.139008467,,
1682982331,28120.4896,0.265998658,,
1682982346,28135.00462,0.28298844,,
1682982785,28146.01056,0.13301148,,
1682982848,28147.22887,1.30544164,,
1682982929,28208.95724,0.108995331,,
1682983009,28203.42607,0.002204952,,
1682983086,28203.31253,0.000078114,,
1682983337,28200.47417,0.057,,
1682983443,28189.43786,0.165022047,,
1682984733,28175.5764,0.114,,
1682985606,28177.60099,0.970863137,,
1682985621,28151.42052,0.069,,
1682985667,28138.281,0.196041694,,
1682985806,28120.89088,0.154999724,,
1682985971,28107.5759,0.114,,
1682985986,28099.11658,0.057,,
1682986156,28094.97775,0.05,,
1682986189,28097.08973,0.129998651,,
1682986327,28100.38813,0.074580442,,
1682986812,28101.39162,0.057,,
1682986827,28093.47845,0.10301765,,
1682987282,28092.52947,0.157025175,,
1682987329,28101.34753,0.177006135,,
1682987344,28110.69739,0.176999857,,
1682987874,28120.05175,0.176999951,,
1682987934,28128.8817,0.156993782,,
1682988147,28144.78845,0.444240712,,
1682988177,28160.4683,0.147999956,,
1682988207,28168.54907,0.157002515,,
1682988222,28172.67898,0.001166858,,
1682989147,28168.47537,0.157450096,,
1682989162,28161.65418,0.1,,
1682989192,28154.82089,0.15800712,,
1682989486,28147.98991,0.1,,
1682989591,28143.83442,0.057,,
1682989621,28139.30953,0.114,,
1682989636,28133.27795,0.114,,
1682989653,28127.24832,0.114,,
1682989668,28116.14622,0.643611187,,
1682989683,28131.5434,0.16339903,,
1682991953,28127.17817,0.140995311,,
1682992073,28114.10635,0.682117204,,
1682992088,28080.09815,0.057,,
1682992103,28072.24362,0.102012285,,
1682992332,28059.40689,0.158007769,,
1682992424,28046.67618,0.1,,
1682992470,28038.52415,0.12,,
1682992485,28035.49617,0.113356866,,
1682992871,28024.5643,0.1,,
1682993056,28017.16229,0.049663298,,
1682993684,28014.54051,3.739940806,,
1682993699,28014.3942,3.597921961,,
1682993901,28035.45361,0.517349555,,
1682993916,28052.35656,0.142014528,,
1682994037,28059.6006,0.141986765,,
1682994545,28055.87662,0.287985287,,
1682996188,28048.30125,0.009048967,,
1682997344,28046.03086,0.080004683,,
1682997359,28043.43201,0.661353105,,
1682997374,28017.34814,3.843143919,,
1682997389,28015.8649,3.570144793,,
1682997992,28019.3063,0.1,,
1682998562,28018.56849,0.154912455,,
1682998577,28030.29488,0.301998479,,
1682999589,28043.37858,0.207984343,,
1682999604,28053.63647,0.19401225,,
1682999634,28062.08034,0.13699988,,
1683001085,28113.55962,0.074541898,,
1683001313,28062.23028,0.136000826,,
1683001358,28055.54014,0.135999718,,
1683001824,28048.85242,0.136000025,,
1683002943,28043.94933,0.067090807,,
1683003096,28034.90615,3.598489946,,
1683003111,28034.914,3.598491291,,
1683003141,28035.67585,0.516456384,,
1683003171,28046.91011,0.104999977,,
1683003358,28038.55262,0.105000215,,
1683003406,28020.06284,0.357208657,,
1683003559,28025.63904,0.0462037,,
1683003619,28003.74744,0.0462037,,
1683003680,27993.20162,0.193280831,,
1683004880,27984.7817,0.003569797,,
1683004958,27984.95789,0.003569775,,
1683006048,27986.45271,0.057,,
1683006110,27990.67351,0.114,,
1683006125,27994.89515,0.057,,
1683006155,27997.71014,0.057,,
1683006170,28000.52556,0.057,,
1683006200,28003.34141,0.057,,
1683006491,28006.15767,0.057,,
1683006521,28010.38293,0.114,,
1683006536,28014.60903,0.057,,
1683007720,28017.35017,0.057,,
1683007735,28022.57209,0.166381134,,
1683007765,28027.79523,0.057,,
1683007795,28031.79472,0.114,,
1683007855,28035.79496,0.057,,
1683008053,28038.46229,0.057,,
1683010402,28039.68383,0.004797013,,
1683011404,28040.90549,0.057,,
1683011419,28044.89275,0.114,,
1683011494,28048.86763,0.057,,
1683011524,28056.40172,1.569557308,,
1683011584,28118.42928,0.115814439,,
1683011705,28125.78454,0.181988333,,
1683011720,28136.48036,0.529560256,,
1683011735,28163.23016,0.150995789,,
1683011825,28165.72935,0.093982906,,
1683011946,28157.4895,0.094000099,,
1683012820,28151.10279,0.057,,
1683012835,28144.85766,0.100015959,,
1683012865,28137.74366,0.116419723,,
1683012910,28131.32022,0.014434825,,
1683013227,28126.66311,0.091999809,,
1683013755,28115.60677,0.177220106,,
1683014736,28111.51777,0.12602179,,
1683014751,28118.54825,0.009556075,,
1683014766,28117.59442,0.127001101,,
1683014811,28123.69403,0.119998526,,
1683014826,28126.42196,0.009556075,,
1683014961,28129.15048,0.120000109,,
1683014976,28135.13032,0.12200029,,
1683014991,28141.16151,0.122000058,,
1683015036,28147.14516,0.1199997,,
1683016065,28155.96302,0.25,,
1683016155,28158.865,0.125999326,,
1683016608,28153.01426,0.006708074,,
1683016623,28150.0891,0.235558832,,
1683017465,28139.08592,0.221416893,,
1683017495,28135.62356,0.85193813,,
1683017555,28130.42684,0.114,,
1683017570,28123.6334,0.057,,
1683017660,28119.1059,0.057,,
1683018327,28100.96933,0.4,,
1683018372,28061.81252,1,,
1683018703,28041.461,0.125999257,,
1683018748,28039.72848,0.2,,
1683018838,28037.97289,0.125000183,,
1683018854,28046.63481,0.245999339,,
1683018900,28058.06138,0.245000137,,
1683018915,28066.65231,0.124000049,,
1683018930,28072.42852,0.124000157,,
1683018990,28078.20651,0.123999901,,
1683019005,28083.98628,0.123999993,,
1683019415,28081.9287,0.443019967,,
1683019430,28056.76443,0.091987473,,
1683019445,28049.35602,0.078007867,,
1683019460,28041.93044,0.091992227,,
1683019490,28034.56918,0.074995327,,
1683020380,28031.34374,0.003563868,,
1683020501,28034.28229,0.121998716,,
1683020546,28041.07578,0.195566743,,
1683020621,28048.42606,0.118999864,,
1683020636,28051.75925,0.016566513,,
1683025195,28052.16745,3.56122E-05,,
1683025817,28053.49413,0.057,,
1683026393,28056.14607,0.057,,
1683026408,28058.79838,0.057,,
1683026439,28064.29717,0.179287679,,
1683026454,28073.9013,0.233249153,,
1683026469,28080.66112,0.057,,
1683026484,28083.31691,0.057,,
1683026499,28085.97308,0.057,,
1683026514,28089.95809,0.114,,
1683026619,28093.94385,0.057,,
1683030297,28092.00929,0.13999578,,
1683030312,28083.76008,0.213995742,,
1683030990,28082.4321,0.156999815,,
1683031020,28089.58558,0.149998026,,
1683031035,28091.43142,1.255019125,,
1683031080,28143.62666,0.103212725,,
1683031276,28157.15328,0.573141614,,
1683031291,28191.20654,0.461,,
1683031381,28185.57743,9.37929E-05,,
1683031396,28192.002,0.148317054,,
1683031426,28201.01794,0.057,,
1683031471,28207.58819,0.0925504,,
1683031729,28206.53773,0.272996371,,
1683031760,28184.73733,0.320946115,,
1683032777,28167.08949,0.143965712,,
1683032822,28163.93385,0.125280236,,
1683033274,28153.08151,0.112998688,,
1683034112,28149.70944,0.036031267,,
1683034142,28148.79096,0.057,,
1683034262,28143.88565,0.055,,
1683034292,28133.94718,0.172019859,,
1683034564,28119.72708,0.152995161,,
1683034579,28107.47129,0.127320577,,
1683034594,28077.40078,0.561356033,,
1683034760,28045.32533,0.173962052,,
1683035229,28037.77969,0.00356305,,
1683035991,28043.25448,0.21800117,,
1683036006,28057.6479,0.366982644,,
1683036021,28070.4923,0.155015603,,
1683036066,28067.77315,0.26549714,,
1683036081,28057.17972,0.165028712,,
1683036096,28054.54902,0.397419184,,
1683036294,28041.10796,0.300000857,,
1683036309,28011.32145,0.376157336,,
1683036760,27998.75054,0.161999717,,
1683036852,28006.75448,0.161999791,,
1683036882,28014.76186,0.162000201,,
1683036897,28038.27238,0.789237858,,
1683036912,28061.69145,1.421389951,,
1683037078,28130.27424,0.218982186,,
1683037093,28142.35478,0.057011006,,
1683037108,28150.19523,0.12200171,,
1683037123,28160.88731,0.122005062,,
1683037138,28171.58541,0.121999865,,
1683037230,28184.43981,0.170997274,,
1683037245,28194.44799,0.057,,
1683037425,28199.45435,0.057,,
1683037440,28228.33336,0.60008509,,
1683037455,28269.28326,0.330398224,,
1683037500,28286.35843,0.057,,
1683037515,28316.94121,0.635750201,,
1683037605,28377.19887,0.724951574,,
1683037681,28431.14656,0.480634109,,
1683037726,28452.73447,7.74293E-05,,
1683037741,28462.41898,0.215422208,,
1683037756,28502.51959,0.675,,
1683037771,28533.06201,0.003088646,,
1683037801,28532.93381,0.002179488,,
1683037817,28532.83123,9.26514E-05,,
1683037832,28534.03277,0.026721725,,
1683037892,28558.99619,0.495443377,,
1683037907,28596.53456,0.225,,
1683037922,28622.74298,0.269936565,,
1683037937,28631.36843,0.107164985,,
1683037952,28619.40825,0.185151337,,
1683037982,28612.51449,0.192538659,,
1683037997,28596.71071,0.105982927,,
1683038012,28416.48102,1.945456221,,
1683038027,28530.24377,0.085140846,,
1683038072,28521.29002,0.134807715,,
1683038087,28494.24249,0.474868477,,
1683038117,28467.82542,0.097026207,,
1683038162,28476.44119,0.026311223,,
1683038179,28492.26289,0.200001517,,
1683038254,28508.09235,0.026282011,,
1683038284,28516.79328,0.097999538,,
1683038405,28537.5445,0.198170276,,
1683038420,28563.69036,0.137733012,,
1683038466,28576.13501,5.45735E-05,,
1683038481,28588.14972,0.132824049,,
1683038766,28568.64158,0.353427943,,
1683038811,28535.88302,0.056,,
1683039009,28515.18,0.239558865,,
1683039174,28487.22138,0.160028411,,
1683039189,28447.19855,0.413123491,,
1683039204,28407.815,0.151877389,,
1683039219,28383.80552,0.193727163,,
1683039309,28377.25341,0.098999639,,
1683039508,28384.30949,0.00351955,,
1683039538,28384.45945,0.001362901,,
1683039718,28373.77477,0.154172221,,
1683039734,28357.49005,0.084003984,,
1683039764,28351.75472,5.48954E-05,,
1683039945,28370.72446,0.277262095,,
1683040067,28382.94083,0.098999957,,
1683040204,28395.38513,0.611165054,,
1683040219,28419.71954,0.159071053,,
1683040234,28429.77997,0.159000004,,
1683040249,28437.83281,1.014246568,,
1683040264,28500.42562,0.0747709,,
1683040579,28500.92824,0.081954271,,
1683040791,28518.31287,0.166399292,,
1683040821,28535.70855,0.081911502,,
1683040866,28546.99545,0.07904154,,
1683040881,28558.99747,0.070213587,,
1683040911,28565.33861,5.45941E-05,,
1683041153,28547.43684,0.220039528,,
1683041470,28518.65381,0.183679439,,
1683041485,28499.84407,0.08503673,,
1683041606,28472.90582,0.300341425,,
1683041819,28465.4624,0.426678918,,
1683041834,28486.56952,0.238414946,,
1683041849,28496.29001,0.725990216,,
1683041909,28560.20992,0.188209617,,
1683041984,28577.98959,0.011535801,,
1683042016,28587.17762,0.09000065,,
1683042062,28624.69109,0.324,,
1683042077,28659.17499,0.056,,
1683042137,28714.21663,0.548755008,,
1683042197,28755.57519,0.095073207,,
1683042212,28738.22801,0.094999947,,
1683042272,28713.84712,0.172449166,,
1683042454,28689.49423,0.095000124,,
1683042575,28672.66767,0.090002809,,
1683042620,28656.31016,0.09000004,,
1683042680,28639.96689,0.09000002,,
1683042695,28620.14587,0.128516538,,
