date,price,volume
1682899200,29233.2,141.34198
1682899260,29252.67,104.38102
1682899320,29274.29,100.05922
1682899380,29216.39,45.49792
1682899440,29267.03,78.66849
1682899500,29297.15,39.10704
1682899560,29287.8,64.50148
1682899620,29293.52,46.02875
1682899680,29314.75,21.33623
1682899740,29300.45,38.59025
1682899800,29311.58,22.38264
1682899860,29318.98,21.69818
1682899920,29295.88,14.05955
1682899980,29289.32,14.33032
1682900040,29280.97,32.55684
1682900100,29290.03,24.37444
1682900160,29309.23,8.35695
1682900220,29311.76,14.19454
1682900280,29309.23,36.08801
1682900340,29313.68,29.49347
1682900400,29277.17,13.59698
1682900460,29272.9,32.85646
1682900520,29288.26,16.73776
1682900580,29281.07,18.1143
1682900640,29294.34,8.51996
1682900700,29296.36,28.31763
1682900760,29296.35,66.1124
1682900820,29292.31,24.2591
1682900880,29274.27,36.71623
1682900940,29301.56,32.31776
1682901000,29301.75,42.09057
1682901060,29293.55,10.5894
1682901120,29293.34,5.90752
1682901180,29292.48,34.51823
1682901240,29301.73,13.05718
1682901300,29298.53,12.87218
1682901360,29291.42,19.42707
1682901420,29291.18,27.58978
1682901480,29308.59,20.14599
1682901540,29293.69,39.34393
1682901600,29306.3,15.51487
1682901660,29300.76,38.54738
1682901720,29289.99,57.11864
1682901780,29291.58,37.06414
1682901840,29300.13,15.18184
1682901900,29303.76,9.47944
1682901960,29298.13,19.01469
1682902020,29282.69,19.83684
1682902080,29283.77,14.01857
1682902140,29299.99,115.00899
1682902200,29316.83,22.06011
1682902260,29316.01,32.08946
1682902320,29302.62,7.65031
1682902380,29300,9.29568
1682902440,29291.84,6.14534
1682902500,29285.62,12.91651
1682902560,29292.47,6.91472
1682902620,29296.59,14.30468
1682902680,29297.03,11.72135
1682902740,29297.69,20.81912
1682902800,29315.57,20.21938
1682902860,29300.53,3.95592
1682902920,29300.53,13.06207
1682902980,29312.28,5.42273
1682903040,29311.99,15.19288
1682903100,29311.7,8.19502
1682903160,29302.58,9.96581
1682903220,29299.99,6.90021
1682903280,29293.5,26.18839
1682903340,29293.82,25.41694
1682903400,29285.13,6.8257
1682903460,29285.15,23.79229
1682903520,29252.59,26.44225
1682903580,29257.6,6.93002
1682903640,29248.73,8.29574
1682903700,29257.46,61.2723
1682903760,29255.61,28.55832
1682903820,29270.47,36.87443
1682903880,29238.32,15.04171
1682903940,29243.12,60.41343
1682904000,29218,26.3734
1682904060,29235.74,14.51272
1682904120,29223.2,15.54536
1682904180,29222.5,23.40592
1682904240,29217.5,60.24732
1682904300,29200.43,20.91361
1682904360,29189.15,33.54676
1682904420,29227.81,11.15936
1682904480,29229.79,25.49755
1682904540,29237.48,9.05974
1682904600,29253.96,9.70694
1682904660,29241.02,18.20912
1682904720,29237.09,23.61911
1682904780,29258.61,24.99364
1682904840,29252.79,18.13185
1682904900,29233.44,9.00336
1682904960,29225.76,11.97343
1682905020,29227.85,6.41469
1682905080,29216.85,960.1946
1682905140,28996.61,1274.57153
1682905200,28780.04,360.99771
1682905260,28749.37,170.22915
1682905320,28747.89,148.9647
1682905380,28756.12,236.86425
1682905440,28714.14,449.09499
1682905500,28677.1,263.75339
1682905560,28673.09,227.2253
1682905620,28658.46,137.96302
1682905680,28681.91,90.08107
1682905740,28634.48,151.36616
1682905800,28680,778.38433
1682905860,28637.88,870.60805
1682905920,28475.45,197.46185
1682905980,28493.02,115.74794
1682906040,28520.55,107.96686
1682906100,28485.34,162.91773
1682906160,28505.99,172.76476
1682906220,28474.55,152.67647
1682906280,28499.29,81.22393
1682906340,28484.66,93.35061
1682906400,28504.36,193.64952
1682906460,28459.96,135.80471
1682906520,28508.92,201.03233
1682906580,28580,214.09301
1682906640,28592.19,137.29913
1682906700,28600.02,404.05689
1682906760,28568.01,52.57851
1682906820,28563.18,63.2507
1682906880,28568.72,50.97904
1682906940,28577.07,63.08025
1682907000,28596.31,33.83895
1682907060,28570.02,87.03428
1682907120,28615.54,114.48292
1682907180,28609.23,108.08949
1682907240,28676.41,80.09511
1682907300,28635.48,91.84975
1682907360,28615.81,69.81282
1682907420,28634.45,55.95453
1682907480,28649.99,47.41022
1682907540,28665.6,35.20093
1682907600,28663.7,60.67195
1682907660,28634.48,57.41761
1682907720,28644.75,53.5807
1682907780,28614.81,44.14223
1682907840,28635.84,56.65788
1682907900,28605.31,62.80682
1682907960,28588.98,148.36765
1682908020,28573.04,76.93755
1682908080,28614.72,116.33506
1682908140,28569.68,23.46468
1682908200,28582.18,54.19214
1682908260,28625.05,29.68965
1682908320,28624.86,21.92282
1682908380,28638.47,18.6597
1682908440,28623.6,26.84483
1682908500,28629.83,29.61992
1682908560,28623.92,92.67081
1682908620,28620.71,24.26756
1682908680,28603.18,51.94811
1682908740,28610.35,41.02276
1682908800,28622.53,47.72141
1682908860,28594.79,14.06013
1682908920,28590.33,13.80026
1682908980,28598.21,67.83583
1682909040,28595.97,14.82539
1682909100,28582.98,32.65354
1682909160,28601.92,18.13953
1682909220,28614.03,20.23514
1682909280,28615.56,30.79058
1682909340,28614.99,18.45883
1682909400,28606.56,42.66734
1682909460,28588.99,39.84532
1682909520,28583.51,64.69273
1682909580,28573.12,31.75607
1682909640,28583.69,65.79691
1682909700,28566.72,25.60235
1682909760,28573.17,26.324
1682909820,28570.72,36.35101
1682909880,28568.01,25.39926
1682909940,28560.27,79.78798
1682910000,28549.42,50.55602
1682910060,28540.47,48.37834
1682910120,28550.29,20.5911
1682910180,28552.98,17.19004
1682910240,28554.35,5.42517
1682910300,28554.34,20.90257
1682910360,28542.3,16.08067
1682910420,28535.66,30.7808
1682910480,28541.31,53.75759
1682910540,28533.07,121.5492
1682910600,28533.04,46.47491
1682910660,28520,40.95908
1682910720,28530.94,112.20727
1682910780,28501.18,32.98262
1682910840,28497.2,66.81494
1682910900,28481.51,78.49762
1682910960,28450.14,119.93606
1682911020,28458.34,99.19812
1682911080,28523.54,52.40673
1682911140,28528.8,40.31451
1682911200,28547.77,40.88647
1682911260,28532.26,25.19749
1682911320,28532.65,21.99853
1682911380,28526,32.87376
1682911440,28536.67,13.30046
1682911500,28533.18,14.26553
1682911560,28532.45,29.63104
1682911620,28555.2,27.46064
1682911680,28567.76,60.23317
1682911740,28588.98,25.12612
1682911800,28586.97,47.92112
1682911860,28563.95,18.90371
1682911920,28567.28,17.02235
1682911980,28567.29,19.56988
1682912040,28571.77,21.48792
1682912100,28566.47,36.79973
1682912160,28555.33,24.85214
1682912220,28558.49,9.17927
1682912280,28563.42,13.43101
1682912340,28574.22,6.14345
1682912400,28584.43,16.75846
1682912460,28578.38,22.22684
1682912520,28584.81,22.11219
1682912580,28590.74,12.08355
1682912640,28590.28,6.70245
1682912700,28590.28,50.80023
1682912760,28568.38,24.62546
1682912820,28570.32,28.75291
1682912880,28570.21,30.26791
1682912940,28588.62,21.30336
1682913000,28576.62,53.30876
1682913060,28545.23,17.28593
1682913120,28548.49,6.75082
1682913180,28551.37,28.16044
1682913240,28558.7,39.47664
1682913300,28570.86,28.42378
1682913360,28559.92,21.43249
1682913420,28557.87,10.91945
1682913480,28556.68,22.542
1682913540,28561.02,13.54448
1682913600,28561.07,64.70975
1682913660,28551.55,106.52374
1682913720,28569.2,35.53714
1682913780,28578.39,22.10936
1682913840,28571.82,12.04716
1682913900,28572.53,19.80301
1682913960,28566.05,52.63635
1682914020,28586.88,54.16886
1682914080,28579.65,27.75201
1682914140,28570.01,8.95651
1682914200,28565.84,16.74935
1682914260,28566.42,14.58944
1682914320,28564.44,24.00387
1682914380,28569.56,12.80013
1682914440,28568.07,11.14064
1682914500,28564.01,19.20554
1682914560,28561.84,11.05762
1682914620,28555.01,10.4214
1682914680,28553.78,25.70261
1682914740,28561.69,11.76904
1682914800,28547.19,10.00838
1682914860,28536.39,49.5757
1682914920,28520.25,38.70448
1682914980,28519.41,18.75853
1682915040,28516.33,17.51757
1682915100,28512.19,30.06409
1682915160,28519.43,30.01662
1682915220,28525.17,9.79267
1682915280,28541.11,9.47574
1682915340,28542.77,8.29669
1682915400,28542.78,9.32615
1682915460,28537.2,11.83508
1682915520,28533.3,4.34997
1682915580,28531.85,7.36921
1682915640,28541.8,14.43984
1682915700,28548.26,33.10242
1682915760,28517.55,17.10104
1682915820,28509.74,26.07146
1682915880,28502,64.93284
1682915940,28514.15,46.14269
1682916000,28543.57,47.57048
1682916060,28528.96,22.24108
1682916120,28518.98,15.45549
1682916180,28517.58,96.4637
1682916240,28495.45,17.95101
1682916300,28502.38,17.0919
1682916360,28495.81,11.30709
1682916420,28501.81,7.43179
1682916480,28510,14.15283
1682916540,28515,16.12273
1682916600,28525.57,10.02251
1682916660,28520.4,10.15858
1682916720,28523.92,5.75967
1682916780,28523.92,7.04675
1682916840,28523.92,4.7215
1682916900,28523.91,6.65126
1682916960,28522.52,5.95945
1682917020,28522.52,11.98522
1682917080,28536.19,12.74451
1682917140,28545.4,19.0206
1682917200,28555.01,44.41236
1682917260,28545.24,39.06691
1682917320,28537.68,34.57764
1682917380,28546.39,28.60749
1682917440,28567.13,27.82005
1682917500,28577,30.47459
