date,price,,,
1682907000,28594.82429,,,
1682907060,28571.65619,,,
1682907120,28615.74119,,,
1682907180,28610.1981,,,
1682907240,28672.31143,,,
1682907300,28636.95571,,,
1682907360,28620.60524,,,
1682907420,28634.55024,,,
1682907480,28648.4069,,,
1682907540,28664.79762,,,
1682907600,28663.98,,,
1682907660,28637.20095,,,
1682907720,28645.89214,,,
1682907780,28618.81214,,,
1682907840,28633.29452,,,
1682907900,28606.79095,,,
1682907960,28591.05262,,,
1682908020,28574.25762,,,
1682908080,28615.56952,,,
1682908140,28571.48833,,,
1682908200,28583.16024,,,
1682908260,28625.28381,,,
1682908320,28628.25024,,,
1682908380,28637.46357,,,
1682908440,28625.2669,,,
1682908500,28631.58286,,,
1682908560,28625.2719,,,
1682908620,28619.4169,,,
1682908680,28614.73238,,,
1682908740,28610.06833,,,
1682908800,28623.81738,,,
1682908860,28595.16262,,,
1682908920,28592.35381,,,
1682908980,28598.43381,,,
1682909040,28593.19048,,,
1682909100,28582.96357,,,
1682909160,28602.6719,,,
1682909220,28611.19571,,,
1682909280,28615.61952,,,
1682909340,28612.84405,,,
1682909400,28606.35714,,,
1682909460,28589.61119,,,
1682909520,28583.38833,,,
1682909580,28573.09381,,,
1682909640,28584.0669,,,
1682909700,28568.29643,,,
1682909760,28573.43095,,,
1682909820,28571.57357,,,
1682909880,28569.28429,,,
1682909940,28563.40048,,,
1682910000,28548.92048,,,
1682910060,28540.92548,,,
1682910120,28551.22976,,,
1682910180,28553.57762,,,
1682910240,28555.32833,,,
1682910300,28555.47333,,,
1682910360,28543.86762,,,
1682910420,28539.46548,,,
1682910480,28541.26571,,,
1682910540,28534.58214,,,
1682910600,28531.23571,,,
1682910660,28521.50905,,,
1682910720,28529.76143,,,
1682910780,28505.70643,,,
1682910840,28495.91405,,,
1682910900,28482.34333,,,
1682910960,28452.09619,,,
1682911020,28458.39833,,,
1682911080,28524.5269,,,
1682911140,28528.1731,,,
1682911200,28548.37524,,,
1682911260,28535.79643,,,
1682911320,28533.53452,,,
1682911380,28527.89119,,,
1682911440,28536.67071,,,
1682911500,28534.24619,,,
1682911560,28533.29476,,,
1682911620,28556.46667,,,
1682911680,28567.5831,,,
1682911740,28590.41167,,,
1682911800,28587.26619,,,
1682911860,28565.995,,,
1682911920,28567.80333,,,
1682911980,28568.45024,,,
1682912040,28573.31452,,,
1682912100,28566.62048,,,
1682912160,28556.14071,,,
1682912220,28559.59167,,,
1682912280,28564.16762,,,
1682912340,28575.20167,,,
1682912400,28583.42,,,
1682912460,28579.56048,,,
1682912520,28584.10048,,,
1682912580,28589.51786,,,
1682912640,28591.215,,,
1682912700,28590.99857,,,
1682912760,28572.85786,,,
1682912820,28571.53548,,,
1682912880,28572.00929,,,
1682912940,28587.13524,,,
1682913000,28577.4219,,,
1682913060,28546.31571,,,
1682913120,28548.71143,,,
1682913180,28551.6219,,,
1682913240,28558.83667,,,
1682913300,28568.87714,,,
1682913360,28560.76667,,,
1682913420,28558.57452,,,
1682913480,28557.97667,,,
1682913540,28561.79667,,,
1682913600,28561.15429,,,
1682913660,28553.42738,,,
1682913720,28570.36119,,,
1682913780,28579.4081,,,
1682913840,28573.31833,,,
1682913900,28572.84738,,,
1682913960,28567.4019,,,
1682914020,28587.66786,,,
1682914080,28580.54357,,,
1682914140,28570.60071,,,
1682914200,28565.41786,,,
1682914260,28564.42262,,,
1682914320,28564.0031,,,
1682914380,28568.75571,,,
1682914440,28567.52429,,,
1682914500,28564.80024,,,
1682914560,28562.43548,,,
1682914620,28554.55452,,,
1682914680,28552.42976,,,
1682914740,28558.86548,,,
1682914800,28547.35167,,,
1682914860,28536.08619,,,
1682914920,28520.42333,,,
1682914980,28516.66857,,,
1682915040,28515.29595,,,
1682915100,28511.93071,,,
1682915160,28518.96976,,,
1682915220,28523.31429,,,
1682915280,28538.25024,,,
1682915340,28539.49333,,,
1682915400,28539.14095,,,
1682915460,28536.01024,,,
1682915520,28532.04571,,,
1682915580,28530.82405,,,
1682915640,28539.96143,,,
1682915700,28544.65452,,,
1682915760,28519.02762,,,
1682915820,28509.20667,,,
1682915880,28502.20048,,,
1682915940,28513.73214,,,
1682916000,28542.20762,,,
1682916060,28528.81667,,,
1682916120,28519.0719,,,
1682916180,28518.06143,,,
1682916240,28497.54881,,,
1682916300,28502.43381,,,
1682916360,28497.51143,,,
1682916420,28502.14952,,,
1682916480,28509.90643,,,
1682916540,28513.94595,,,
1682916600,28525.11048,,,
1682916660,28519.90952,,,
1682916720,28523.99214,,,
1682916780,28523.9931,,,
1682916840,28524.04262,,,
1682916900,28524.70905,,,
1682916960,28522.95286,,,
1682917020,28522.97,,,
1682917080,28534.40571,,,
1682917140,28543.02167,,,
1682917200,28549.96,,,
1682917260,28544.6269,,,
1682917320,28536.60429,,,
1682917380,28548.60952,,,
1682917440,28566.83667,,,
1682917500,28576.36738,,,
1682917560,28583.33881,,,
1682917620,28615.35262,,,
1682917680,28624.54143,,,
1682917740,28615.97,,,
1682917800,28608.13238,,,
1682917860,28590.16976,,,
1682917920,28591.11262,,,
1682917980,28608.20976,,,
1682918040,28621.91548,,,
1682918100,28631.40738,,,
1682918160,28611.90976,,,
1682918220,28619.00381,,,
1682918280,28612.92238,,,
1682918340,28628.33262,,,
1682918400,28625.03619,,,
1682918460,28618.03119,,,
1682918520,28613.38333,,,
1682918580,28612.23619,,,
1682918640,28614.59857,,,
1682918700,28601.37952,,,
1682918760,28576.81405,,,
1682918820,28577.6631,,,
1682918880,28572.52548,,,
1682918940,28572.88976,,,
1682919000,28550.94571,,,
1682919060,28522.77429,,,
1682919120,28529.30167,,,
1682919180,28516.61833,,,
1682919240,28513.84952,,,
1682919300,28518.27786,,,
1682919360,28514.04667,,,
1682919420,28468.03571,,,
1682919480,28472.67286,,,
1682919540,28476.60762,,,
1682919600,28477.19571,,,
1682919660,28478.6669,,,
1682919720,28449.19881,,,
1682919780,28377.84214,,,
1682919840,28420.75476,,,
1682919900,28419.84214,,,
1682919960,28399.58929,,,
1682920020,28451.55214,,,
1682920080,28444.2581,,,
1682920140,28462.48833,,,
1682920200,28427.94929,,,
1682920260,28403.57071,,,
1682920320,28414.04048,,,
1682920380,28438.87857,,,
1682920440,28438.63357,,,
1682920500,28461.40952,,,
1682920560,28463.5769,,,
1682920620,28476.7219,,,
1682920680,28467.26095,,,
1682920740,28478.64714,,,
1682920800,28481.80976,,,
1682920860,28478.52405,,,
1682920920,28472.07762,,,
1682920980,28467.24952,,,
1682921040,28471.64571,,,
1682921100,28468.4319,,,
1682921160,28470.91905,,,
1682921220,28477.95833,,,
1682921280,28490.23833,,,
1682921340,28499.86048,,,
1682921400,28518.0781,,,
1682921460,28497.59762,,,
1682921520,28493.30548,,,
1682921580,28500.55048,,,
1682921640,28501.06548,,,
1682921700,28504.76405,,,
1682921760,28506.93929,,,
1682921820,28506.79595,,,
1682921880,28508.29333,,,
1682921940,28510.90667,,,
1682922000,28502.29071,,,
1682922060,28496.07976,,,
1682922120,28495.70381,,,
1682922180,28495.78714,,,
1682922240,28498.95643,,,
1682922300,28482.73881,,,
1682922360,28491.75714,,,
1682922420,28507.69881,,,
1682922480,28512.85786,,,
1682922540,28542.3369,,,
1682922600,28557.01381,,,
1682922660,28546.44071,,,
1682922720,28549.10119,,,
1682922780,28546.36929,,,
1682922840,28545.32381,,,
1682922900,28546.19381,,,
1682922960,28546.97333,,,
1682923020,28543.41976,,,
1682923080,28547.5619,,,
1682923140,28549.36667,,,
1682923200,28548.515,,,
1682923260,28555.18786,,,
1682923320,28555.46619,,,
1682923380,28563.3531,,,
1682923440,28567.52905,,,
1682923500,28559.66095,,,
1682923560,28560.7069,,,
1682923620,28564.68405,,,
1682923680,28569.8081,,,
1682923740,28578.50214,,,
1682923800,28574.69929,,,
1682923860,28567.73,,,
1682923920,28579.10667,,,
1682923980,28582.7131,,,
1682924040,28576.33381,,,
1682924100,28575.46952,,,
1682924160,28565.79143,,,
1682924220,28574.72524,,,
1682924280,28575.825,,,
1682924340,28584.31405,,,
1682924400,28596.40857,,,
1682924460,28594.64548,,,
1682924520,28591.30643,,,
1682924580,28594.90238,,,
1682924640,28600.84571,,,
1682924700,28626.85714,,,
1682924760,28664.00881,,,
1682924820,28704.87571,,,
1682924880,28680.96857,,,
1682924940,28662.15095,,,
1682925000,28652.40619,,,
1682925060,28643.99571,,,
1682925120,28650.14048,,,
1682925180,28634.655,,,
1682925240,28618.44929,,,
1682925300,28615.62667,,,
1682925360,28613.14,,,
1682925420,28598.9331,,,
1682925480,28613.29929,,,
1682925540,28606.52857,,,
1682925600,28634.41071,,,
1682925660,28634.18452,,,
1682925720,28625.99738,,,
1682925780,28627.54357,,,
1682925840,28641.63476,,,
1682925900,28646.96929,,,
1682925960,28667.0981,,,
1682926020,28670.0069,,,
1682926080,28654.90667,,,
1682926140,28667.59262,,,
1682926200,28662.19119,,,
1682926260,28651.54929,,,
1682926320,28635.78667,,,
1682926380,28630.875,,,
1682926440,28630.01881,,,
1682926500,28628.13714,,,
1682926560,28619.55786,,,
1682926620,28612.505,,,
1682926680,28615.36524,,,
1682926740,28635.97976,,,
1682926800,28630.64976,,,
1682926860,28633.55905,,,
1682926920,28640.14238,,,
1682926980,28644.1981,,,
1682927040,28630.06714,,,
1682927100,28636.03095,,,
1682927160,28651.70048,,,
1682927220,28642.21714,,,
1682927280,28649.05643,,,
1682927340,28649.81667,,,
1682927400,28659.35881,,,
1682927460,28648.01524,,,
1682927520,28651.38095,,,
1682927580,28653.08405,,,
1682927640,28617.93405,,,
1682927700,28612.38952,,,
1682927760,28618.70833,,,
1682927820,28614.08238,,,
1682927880,28623.81952,,,
1682927940,28626.4381,,,
1682928000,28629.26786,,,
1682928060,28620.5781,,,
1682928120,28612.44738,,,
1682928180,28613.62595,,,
1682928240,28619.54881,,,
1682928300,28619.51905,,,
1682928360,28630.82571,,,
1682928420,28625.11167,,,
1682928480,28604.70857,,,
1682928540,28592.64048,,,
1682928600,28577.29262,,,
1682928660,28574.69095,,,
1682928720,28584.74929,,,
1682928780,28577.96119,,,
1682928840,28591.54571,,,
1682928900,28593.31357,,,
1682928960,28579.41976,,,
1682929020,28574.98952,,,
1682929080,28566.69857,,,
1682929140,28554.02476,,,
1682929200,28565.41571,,,
1682929260,28568.65048,,,
1682929320,28569.26738,,,
1682929380,28575.09024,,,
1682929440,28573.49881,,,
1682929500,28581.50857,,,
1682929560,28587.3669,,,
1682929620,28586.76143,,,
1682929680,28586.53143,,,
1682929740,28594.74333,,,
1682929800,28596.6081,,,
1682929860,28590.12976,,,
1682929920,28580.02,,,
1682929980,28576.00571,,,
1682930040,28583.45333,,,
1682930100,28585.89286,,,
1682930160,28586.01548,,,
1682930220,28592.41929,,,
1682930280,28605.41952,,,
1682930340,28607.49119,,,
1682930400,28609.84262,,,
1682930460,28605.955,,,
1682930520,28605.52476,,,
1682930580,28598.99643,,,
1682930640,28601.35024,,,
1682930700,28601.89714,,,
1682930760,28609.73738,,,
1682930820,28607.06571,,,
1682930880,28605.44095,,,
1682930940,28600.29524,,,
1682931000,28595.52976,,,
1682931060,28573.45619,,,
1682931120,28563.08095,,,
1682931180,28559.41262,,,
1682931240,28557.69833,,,
1682931300,28562.11262,,,
1682931360,28565.9931,,,
1682931420,28574.37238,,,
1682931480,28583.31262,,,
1682931540,28583.76905,,,
1682931600,28575.16786,,,
1682931660,28574.03452,,,
1682931720,28568.40857,,,
1682931780,28567.79952,,,
1682931840,28567.31762,,,
1682931900,28565.07429,,,
1682931960,28563.96833,,,
1682932020,28561.09357,,,
1682932080,28564.51333,,,
1682932140,28562.67905,,,
1682932200,28553.05048,,,
1682932260,28563.85381,,,
1682932320,28563.53786,,,
1682932380,28567.435,,,
1682932440,28570.63214,,,
1682932500,28580.14167,,,
1682932560,28591.86333,,,
1682932620,28590.40143,,,
1682932680,28591.24738,,,
1682932740,28596.45786,,,
1682932800,28604.73048,,,
1682932860,28617.45,,,
1682932920,28630.49881,,,
1682932980,28644.83452,,,
1682933040,28642.66952,,,
1682933100,28633.43143,,,
1682933160,28629.14071,,,
1682933220,28623.80857,,,
1682933280,28617.17333,,,
1682933340,28603.47357,,,
1682933400,28603.19119,,,
1682933460,28612.20119,,,
1682933520,28612.92238,,,
1682933580,28596.37714,,,
1682933640,28592.91976,,,
1682933700,28591.93167,,,
1682933760,28589.72119,,,
1682933820,28595.24143,,,
1682933880,28590.08833,,,
1682933940,28588.87167,,,
1682934000,28604.23238,,,
1682934060,28594.85429,,,
1682934120,28571.87643,,,
1682934180,28555.80905,,,
1682934240,28550.29214,,,
1682934300,28554.39119,,,
1682934360,28535.84262,,,
1682934420,28536.40548,,,
1682934480,28523.84214,,,
1682934540,28521.18,,,
1682934600,28536.58833,,,
1682934660,28539.32024,,,
1682934720,28539.93,,,
1682934780,28536.08786,,,
1682934840,28537.07929,,,
1682934900,28546.8419,,,
1682934960,28545.07738,,,
1682935020,28541.2581,,,
1682935080,28538.53762,,,
1682935140,28520.74952,,,
1682935200,28523.43571,,,
1682935260,28528.37738,,,
1682935320,28525.75048,,,
1682935380,28526.35714,,,
1682935440,28520.70929,,,
1682935500,28520.3069,,,
1682935560,28521.515,,,
1682935620,28533.4869,,,
1682935680,28541.15071,,,
1682935740,28541.05405,,,
1682935800,28546.53167,,,
1682935860,28550.57357,,,
1682935920,28550.22786,,,
1682935980,28545.11762,,,
1682936040,28545.75429,,,
1682936100,28549.8819,,,
1682936160,28549.72952,,,
1682936220,28554.86952,,,
1682936280,28559.48905,,,
1682936340,28559.88667,,,
1682936400,28546.22095,,,
1682936460,28530.66714,,,
1682936520,28522.13167,,,
1682936580,28516.17857,,,
1682936640,28525.6919,,,
1682936700,28523.67405,,,
1682936760,28524.69881,,,
1682936820,28542.86595,,,
1682936880,28545.79357,,,
1682936940,28544.62476,,,
1682937000,28542.10976,,,
1682937060,28542.09667,,,
1682937120,28539.66976,,,
1682937180,28530.90571,,,
1682937240,28527.03381,,,
1682937300,28533.235,,,
1682937360,28532.69333,,,
1682937420,28519.33024,,,
1682937480,28504.44238,,,
1682937540,28507.5881,,,
1682937600,28499.44405,,,
1682937660,28493.2119,,,
1682937720,28495.27357,,,
1682937780,28506.69905,,,
1682937840,28521.99429,,,
1682937900,28526.41786,,,
1682937960,28533.43548,,,
1682938020,28525.76667,,,
1682938080,28525.205,,,
1682938140,28524.46071,,,
1682938200,28522.91476,,,
1682938260,28521.50524,,,
1682938320,28531.20286,,,
1682938380,28550.50429,,,
1682938440,28557.27905,,,
1682938500,28551.59952,,,
1682938560,28555.9031,,,
1682938620,28558.73333,,,
1682938680,28557.86762,,,
1682938740,28557.71357,,,
1682938800,28552.92833,,,
1682938860,28547.965,,,
1682938920,28556.52167,,,
1682938980,28550.295,,,
1682939040,28550.15619,,,
1682939100,28554.51929,,,
1682939160,28576.68857,,,
1682939220,28567.60333,,,
1682939280,28568.29952,,,
1682939340,28563.34143,,,
1682939400,28562.28738,,,
1682939460,28553.04857,,,
1682939520,28550.19548,,,
1682939580,28540.31095,,,
1682939640,28533.1919,,,
1682939700,28534.25524,,,
1682939760,28533.50571,,,
1682939820,28541.13905,,,
1682939880,28538.095,,,
1682939940,28522.1369,,,
1682940000,28520.40071,,,
1682940060,28518.95262,,,
1682940120,28515.79048,,,
1682940180,28513.66571,,,
1682940240,28518.0569,,,
1682940300,28523.35381,,,
1682940360,28514.60452,,,
1682940420,28515.31881,,,
1682940480,28520.95143,,,
1682940540,28533.70452,,,
1682940600,28549.0431,,,
1682940660,28542.22143,,,
1682940720,28539.99762,,,
1682940780,28546.5719,,,
1682940840,28538.58048,,,
1682940900,28532.7569,,,
1682940960,28525.48976,,,
1682941020,28522.3381,,,
1682941080,28531.65024,,,
1682941140,28540.68905,,,
1682941200,28544.20738,,,
1682941260,28551.38238,,,
1682941320,28548.45,,,
1682941380,28550.14286,,,
1682941440,28551.60833,,,
1682941500,28557.24048,,,
1682941560,28549.02429,,,
1682941620,28544.02119,,,
1682941680,28542.33452,,,
1682941740,28535.63214,,,
1682941800,28539.22643,,,
1682941860,28554.15071,,,
1682941920,28565.42762,,,
1682941980,28565.39571,,,
1682942040,28559.32786,,,
1682942100,28559.72667,,,
1682942160,28559.56238,,,
1682942220,28540.21667,,,
1682942280,28532.22143,,,
1682942340,28527.0169,,,
1682942400,28524.50262,,,
1682942460,28512.72048,,,
1682942520,28459.44357,,,
1682942580,28466.85286,,,
1682942640,28501.32143,,,
1682942700,28482.24786,,,
1682942760,28484.65095,,,
1682942820,28489.69929,,,
1682942880,28478.28762,,,
1682942940,28479.59786,,,
1682943000,28479.98833,,,
1682943060,28495.515,,,
1682943120,28505.82214,,,
1682943180,28535.85714,,,
1682943240,28536.77762,,,
1682943300,28527.41214,,,
1682943360,28537.72762,,,
1682943420,28526.71262,,,
1682943480,28518.68738,,,
1682943540,28512.80238,,,
1682943600,28510.33905,,,
1682943660,28518.52,,,
1682943720,28519.60119,,,
1682943780,28516.0481,,,
1682943840,28518.31214,,,
1682943900,28536.46024,,,
1682943960,28532.55214,,,
1682944020,28540.8831,,,
1682944080,28549.55667,,,
1682944140,28564.81143,,,
1682944200,28572.83333,,,
1682944260,28565.25381,,,
1682944320,28562.46524,,,
1682944380,28561.80048,,,
1682944440,28561.38786,,,
1682944500,28553.40643,,,
1682944560,28554.52238,,,
1682944620,28559.41429,,,
1682944680,28581.02833,,,
1682944740,28589.1719,,,
1682944800,28598.68262,,,
1682944860,28600.59905,,,
1682944920,28593.13762,,,
1682944980,28592.09929,,,
1682945040,28592.33143,,,
1682945100,28589.4181,,,
1682945160,28591.88333,,,
1682945220,28588.60929,,,
1682945280,28594.46714,,,
1682945340,28593.29643,,,
1682945400,28575.9081,,,
1682945460,28577.04643,,,
1682945520,28580.01548,,,
1682945580,28592.25262,,,
1682945640,28604.51452,,,
1682945700,28603.10476,,,
1682945760,28603.20857,,,
1682945820,28603.15381,,,
1682945880,28591.70833,,,
1682945940,28592.91095,,,
1682946000,28596.82119,,,
1682946060,28581.97619,,,
1682946120,28581.34857,,,
1682946180,28589.67095,,,
1682946240,28583.0181,,,
1682946300,28579.66238,,,
1682946360,28586.98786,,,
1682946420,28585.03905,,,
1682946480,28577.56286,,,
1682946540,28573.73214,,,
1682946600,28573.755,,,
1682946660,28581.24286,,,
1682946720,28579.92762,,,
1682946780,28570.37524,,,
1682946840,28577.68071,,,
1682946900,28575.56524,,,
1682946960,28566.44857,,,
1682947020,28561.1419,,,
1682947080,28554.2881,,,
1682947140,28561.15548,,,
1682947200,28574.72738,,,
1682947260,28577.57476,,,
1682947320,28576.43405,,,
1682947380,28576.43714,,,
1682947440,28571.65429,,,
1682947500,28592.46524,,,
1682947560,28598.4931,,,
1682947620,28599.19286,,,
1682947680,28600.78357,,,
1682947740,28595.86357,,,
1682947800,28603.43357,,,
1682947860,28588.03286,,,
1682947920,28616.18524,,,
1682947980,28601.67643,,,
1682948040,28574.24548,,,
1682948100,28570.16952,,,
1682948160,28551.78714,,,
1682948220,28543.9131,,,
1682948280,28548.93333,,,
1682948340,28565.78952,,,
1682948400,28566.48286,,,
1682948460,28556.16762,,,
1682948520,28558.26452,,,
1682948580,28552.38286,,,
1682948640,28531.92476,,,
1682948700,28526.43595,,,
1682948760,28518.49476,,,
1682948820,28502.86762,,,
1682948880,28517.7631,,,
1682948940,28517.14357,,,
1682949000,28516.22476,,,
1682949060,28512.85595,,,
1682949120,28483.0681,,,
1682949180,28520.19262,,,
1682949240,28516.68429,,,
1682949300,28506.43286,,,
1682949360,28480.96095,,,
1682949420,28447.25214,,,
1682949480,28453.11929,,,
1682949540,28460.24881,,,
1682949600,28458.26833,,,
1682949660,28425.31595,,,
1682949720,28450.6081,,,
1682949780,28483.36619,,,
1682949840,28471.93952,,,
1682949900,28449.09619,,,
1682949960,28488.88952,,,
1682950020,28526.08452,,,
1682950080,28509.6531,,,
1682950140,28499.60786,,,
1682950200,28517.09476,,,
1682950260,28526.99857,,,
1682950320,28510.58548,,,
1682950380,28496.05238,,,
1682950440,28507.06071,,,
1682950500,28496.2769,,,
1682950560,28519.56905,,,
1682950620,28551.4531,,,
1682950680,28567.22333,,,
1682950740,28546.91119,,,
1682950800,28526.08024,,,
1682950860,28489.07476,,,
1682950920,28476.31786,,,
1682950980,28449.41976,,,
1682951040,28453.015,,,
1682951100,28457.05571,,,
1682951160,28453.34738,,,
1682951220,28505.73738,,,
1682951280,28502.72786,,,
1682951340,28476.49143,,,
1682951400,28484.57786,,,
1682951460,28508.01,,,
1682951520,28486.88429,,,
1682951580,28482.11071,,,
1682951640,28497.99595,,,
1682951700,28487.9081,,,
1682951760,28483.02762,,,
1682951820,28451.7231,,,
1682951880,28452.27595,,,
1682951940,28458.82286,,,
1682952000,28435.54238,,,
1682952060,28426.42929,,,
1682952120,28445.78262,,,
1682952180,28443.57238,,,
1682952240,28437.30357,,,
1682952300,28441.28905,,,
1682952360,28460.55571,,,
1682952420,28454.78071,,,
1682952480,28463.05714,,,
1682952540,28448.17619,,,
1682952600,28471.15071,,,
1682952660,28477.36167,,,
1682952720,28470.23714,,,
1682952780,28471.87452,,,
1682952840,28463.62048,,,
1682952900,28474.16667,,,
1682952960,28474.00524,,,
1682953020,28487.16452,,,
1682953080,28469.11738,,,
1682953140,28468.89214,,,
1682953200,28472.165,,,
1682953260,28475.84381,,,
1682953320,28470.65524,,,
1682953380,28435.25619,,,
1682953440,28421.12548,,,
1682953500,28421.37548,,,
1682953560,28447.63738,,,
1682953620,28436.58429,,,
1682953680,28410.74714,,,
1682953740,28416.77262,,,
1682953800,28414.21738,,,
1682953860,28406.43405,,,
1682953920,28411.46571,,,
1682953980,28397.19762,,,
1682954040,28371.12119,,,
1682954100,28383.22238,,,
1682954160,28370.13976,,,
1682954220,28357.85952,,,
1682954280,28388.92571,,,
1682954340,28356.44024,,,
1682954400,28365.53,,,
1682954460,28338.29524,,,
1682954520,28306.21595,,,
1682954580,28244.42071,,,
1682954640,28254.99786,,,
1682954700,28146.13643,,,
1682954760,28128.10429,,,
1682954820,28192.29524,,,
1682954880,28131.14929,,,
1682954940,28121.70476,,,
1682955000,28111.73357,,,
1682955060,28118.56167,,,
1682955120,28173.2019,,,
1682955180,28139.98571,,,
1682955240,28163.59667,,,
1682955300,28134.93333,,,
1682955360,28171.6769,,,
1682955420,28165.21286,,,
1682955480,28145.5281,,,
1682955540,28158.24595,,,
1682955600,28126.60929,,,
1682955660,28103.63476,,,
1682955720,28105.88976,,,
1682955780,28124.405,,,
1682955840,28122.40095,,,
1682955900,28110.66524,,,
1682955960,28147.19214,,,
1682956020,28166.38762,,,
1682956080,28177.16762,,,
1682956140,28188.89262,,,
1682956200,28179.60595,,,
1682956260,28159.94833,,,
1682956320,28183.10429,,,
1682956380,28193.46714,,,
1682956440,28203.57571,,,
1682956500,28197.06214,,,
1682956560,28190.04286,,,
1682956620,28193.07548,,,
1682956680,28204.98738,,,
1682956740,28178.18452,,,
1682956800,28171.22548,,,
1682956860,28176.19119,,,
1682956920,28202.43262,,,
1682956980,28210.88048,,,
1682957040,28216.71452,,,
1682957100,28247.21476,,,
1682957160,28201.90762,,,
1682957220,28211.59714,,,
1682957280,28200.79738,,,
1682957340,28195.98286,,,
1682957400,28179.16119,,,
1682957460,28194.24476,,,
1682957520,28151.15333,,,
1682957580,28155.93952,,,
1682957640,28145.46286,,,
1682957700,28141.89214,,,
1682957760,28130.7631,,,
1682957820,28150.20071,,,
1682957880,28151.35667,,,
1682957940,28147.56143,,,
1682958000,28181.58714,,,
1682958060,28173.96071,,,
1682958120,28166.09643,,,
1682958180,28159.48833,,,
1682958240,28120.93667,,,
1682958300,28106.60286,,,
1682958360,28061.35714,,,
1682958420,28073.2231,,,
1682958480,28123.7419,,,
1682958540,28146.76619,,,
1682958600,28118.87381,,,
1682958660,28171.60643,,,
1682958720,28182.47048,,,
1682958780,28174.12881,,,
1682958840,28188.02286,,,
1682958900,28206.26357,,,
1682958960,28202.76762,,,
1682959020,28201.71643,,,
1682959080,28196.12952,,,
1682959140,28200.24762,,,
1682959200,28198.225,,,
