date,price,volume
1682918280,28599.7,161.585
1682918340,28613,134.058
1682918400,28611.5,152.77
1682918460,28599.1,205.522
1682918520,28593.9,62.992
1682918580,28593.4,70.823
1682918640,28596.9,116.9
1682918700,28583.9,837.694
1682918760,28561.9,347.569
1682918820,28559.7,352.479
1682918880,28550,172.783
1682918940,28557.4,362.916
1682919000,28532.8,1423.768
1682919060,28506.2,693.575
1682919120,28514.2,532.444
1682919180,28496.9,267.296
1682919240,28494,166.375
1682919300,28499.9,240.387
1682919360,28492.5,1964.461
1682919420,28450,484.974
1682919480,28450,245.24
1682919540,28453.6,227.752
1682919600,28460.4,230.226
1682919660,28459.6,553.177
1682919720,28423.1,8293.553
1682919780,28357.6,1292.175
1682919840,28404.6,882.63
1682919900,28407.6,1012.469
1682919960,28385,1408.874
1682920020,28430,747.116
1682920080,28425.6,392.838
1682920140,28450,803.277
1682920200,28407.3,617.291
1682920260,28382.6,504.094
1682920320,28394.7,473.917
1682920380,28419.8,346.276
1682920440,28417.6,533.507
1682920500,28436.4,341.145
1682920560,28442.8,386.006
1682920620,28461.6,279.182
1682920680,28447.3,263.51
1682920740,28461.8,190.842
1682920800,28467.9,404.893
1682920860,28462,209.748
1682920920,28455.5,212.903
1682920980,28453.6,305.755
1682921040,28457.8,275.523
1682921100,28449.9,229.188
1682921160,28454.1,111.448
1682921220,28465.1,181.391
1682921280,28474.6,422.193
1682921340,28484.1,1144.23
1682921400,28503.2,291.837
1682921460,28480.4,211.384
1682921520,28480,110.225
1682921580,28482.2,99.264
1682921640,28483.8,93.609
1682921700,28490,217.794
1682921760,28489.2,193.656
1682921820,28489.8,114.34
1682921880,28488.5,138.598
1682921940,28495.8,137.956
1682922000,28483.3,171.782
1682922060,28478.8,93.099
1682922120,28477.1,82.461
1682922180,28475.1,68.744
1682922240,28479.2,166.238
1682922300,28462.9,94.309
1682922360,28474.9,195.842
1682922420,28492.4,194.34
1682922480,28497.9,1081.165
1682922540,28524.5,333.505
1682922600,28542,326.852
1682922660,28530.4,147.661
1682922720,28530.5,106.235
1682922780,28526.8,154.696
1682922840,28524.9,112.88
1682922900,28526.7,66.689
1682922960,28529.4,102.205
1682923020,28522.5,82.23
1682923080,28529.9,192.352
1682923140,28529.1,51.53
1682923200,28529.1,97.493
1682923260,28536,81.621
1682923320,28535.7,320.908
1682923380,28545,148.818
1682923440,28550,245.534
1682923500,28537.3,272.391
1682923560,28542.4,142.929
1682923620,28550.3,211.517
1682923680,28557,306.224
1682923740,28563.6,289.426
1682923800,28559.7,233.063
1682923860,28550,228.561
1682923920,28565.9,128.83
1682923980,28568.2,134.492
1682924040,28559.9,119.654
1682924100,28558.6,210.762
1682924160,28546.2,120.937
1682924220,28556,79.59
1682924280,28559.8,183.825
1682924340,28567.6,257.41
1682924400,28578,474.251
1682924460,28576.7,222.329
1682924520,28574.8,98.842
1682924580,28579.8,203.371
1682924640,28585.7,876.005
1682924700,28610.4,3235.928
1682924760,28657.1,1990.807
1682924820,28691.4,688.233
1682924880,28665.8,509.934
1682924940,28640.1,380.684
1682925000,28639,516.045
1682925060,28631.4,308.176
1682925120,28632.9,293.118
1682925180,28619.1,412.518
1682925240,28600,333.978
1682925300,28602,255.166
1682925360,28597,275.672
1682925420,28582.1,228.133
1682925480,28597.6,129.65
1682925540,28590,306.829
1682925600,28616.4,193.641
1682925660,28618.5,229.819
1682925720,28608.6,157.666
1682925780,28613.6,221.169
1682925840,28624.3,260.198
1682925900,28628.2,428.465
1682925960,28654.9,440.976
1682926020,28650.3,243.533
1682926080,28639.3,304.865
1682926140,28649.1,142.94
1682926200,28644,262.59
1682926260,28632.7,450.988
1682926320,28620,258.998
1682926380,28611.8,151.532
1682926440,28612.7,153.716
1682926500,28609.9,220.676
1682926560,28601.9,257.292
1682926620,28598.2,214.533
1682926680,28599.8,138.633
1682926740,28618.6,133.01
1682926800,28612.9,82.034
1682926860,28617,110.707
1682926920,28625,162.63
1682926980,28629.1,103.16
1682927040,28611.3,71.265
1682927100,28620.3,186.053
1682927160,28635.8,117.782
1682927220,28620.3,115.996
1682927280,28629.8,74.158
1682927340,28635,143.73
1682927400,28646.5,133.904
1682927460,28630.4,60.389
1682927520,28636.1,203.285
1682927580,28632.5,506.492
1682927640,28596.6,566.271
1682927700,28595.6,169.2
1682927760,28601.8,182.307
1682927820,28599.6,172.279
1682927880,28605,187.655
1682927940,28611.2,137.253
1682928000,28609.9,305.763
1682928060,28603.4,243.015
1682928120,28592.9,96.677
1682928180,28597.6,71.801
1682928240,28605.1,119.204
1682928300,28604.7,109.691
1682928360,28616.1,112.834
1682928420,28609.6,127.21
1682928480,28588.9,651.022
1682928540,28582.1,314.401
1682928600,28562.8,165.529
1682928660,28564.9,150.265
1682928720,28576.1,180.005
1682928780,28564.1,148.684
1682928840,28584.4,149.762
1682928900,28583,228.127
1682928960,28564.1,115.177
1682929020,28560.3,797.535
1682929080,28553.3,311.021
1682929140,28541.6,156.895
1682929200,28552.1,96.5
1682929260,28558.6,134.726
1682929320,28560.5,195.26
1682929380,28563,146.248
1682929440,28561.4,117.114
1682929500,28573.9,125.715
1682929560,28578.2,74.696
1682929620,28572.7,69.354
1682929680,28575.7,136.23
1682929740,28582.3,160.398
1682929800,28582.3,149.842
1682929860,28574.4,102.046
1682929920,28561.7,81.471
1682929980,28562.1,83.63
1682930040,28573.3,95.521
1682930100,28577.6,72.547
1682930160,28577.2,86.393
1682930220,28581.9,281.2
1682930280,28595.5,136.383
1682930340,28598.3,159.388
1682930400,28596.5,90.002
1682930460,28591.2,90.648
1682930520,28588.7,82.035
1682930580,28582.8,70.01
1682930640,28587.3,48.504
1682930700,28588.6,68.793
1682930760,28597.4,69.916
1682930820,28593.2,39.663
1682930880,28589.4,90.823
1682930940,28585,191.715
1682931000,28579.8,339.851
1682931060,28556,352.862
1682931120,28547,128.697
1682931180,28546.8,152.049
1682931240,28546.9,177.018
1682931300,28548.6,174.023
1682931360,28555.4,332.788
1682931420,28563.4,121.305
1682931480,28569.2,61.109
1682931540,28571.8,96.889
1682931600,28561.4,117.863
1682931660,28563.4,121.776
1682931720,28552.2,93.409
1682931780,28553.2,81.967
1682931840,28553.4,47.089
1682931900,28551.4,96.559
1682931960,28550.7,77.905
1682932020,28547.9,73.297
1682932080,28554,83.389
1682932140,28550,123.352
1682932200,28540.8,91.41
1682932260,28554,60.035
1682932320,28553.2,55.979
1682932380,28557.8,102.973
1682932440,28564,195.562
1682932500,28567.9,254.487
1682932560,28583.6,131.184
1682932620,28577.7,85.268
1682932680,28578.9,90.732
1682932740,28587,204.063
1682932800,28595.6,306.563
1682932860,28608.9,376.483
1682932920,28619,631.538
1682932980,28635,765.2
1682933040,28626,349.697
1682933100,28626.8,253.185
1682933160,28616.6,124.887
1682933220,28607.3,154.356
1682933280,28601.9,142.206
1682933340,28586.3,247.709
1682933400,28588,210.315
1682933460,28600.7,102.606
1682933520,28597.4,271.315
1682933580,28581.1,100.668
1682933640,28578,110.918
1682933700,28578.1,66.811
1682933760,28574.2,89.868
1682933820,28580.8,68.804
1682933880,28574.2,42.376
1682933940,28574,215.387
1682934000,28594,158.043
1682934060,28577.7,290.734
1682934120,28554.1,403.578
1682934180,28541,609.572
1682934240,28533.4,217.232
1682934300,28541.1,555.935
1682934360,28526.8,414.84
1682934420,28524.3,554.319
1682934480,28516.2,1653.033
1682934540,28510.6,268.842
1682934600,28526.9,196.258
1682934660,28530,94.143
1682934720,28530,161.865
1682934780,28523.6,112.433
1682934840,28522.1,177.756
1682934900,28537.9,183.602
1682934960,28532.6,118.557
1682935020,28526.6,86.007
1682935080,28526.5,495.493
1682935140,28510.7,122.003
1682935200,28511.7,106.328
1682935260,28517.9,142.091
1682935320,28515.9,97.582
1682935380,28517.9,187.794
1682935440,28506.5,158.628
1682935500,28506.7,122.065
1682935560,28508.8,175.961
1682935620,28522.8,216.722
1682935680,28532.8,66.658
1682935740,28532.9,128.443
1682935800,28535.7,97.6
1682935860,28538,40.562
1682935920,28535.4,83.368
1682935980,28530.8,71.145
1682936040,28532.4,138.61
1682936100,28539.8,57.018
1682936160,28537.7,104.384
1682936220,28543.6,126.959
1682936280,28548.3,80.206
1682936340,28547,77.66
1682936400,28528.7,164.354
1682936460,28511.7,183.14
1682936520,28505.2,270.995
1682936580,28501.2,231.474
1682936640,28513.4,122.328
1682936700,28506.9,258.344
1682936760,28515.6,129.523
1682936820,28528.6,140.377
1682936880,28530,47.463
1682936940,28529.3,51.676
1682937000,28524.9,51.277
1682937060,28527.9,53.546
1682937120,28522.8,106.605
1682937180,28512.8,67.02
1682937240,28510.1,67.563
1682937300,28520.8,69.866
1682937360,28513.6,108.179
1682937420,28498.1,323.026
1682937480,28488.7,99.861
1682937540,28495.2,120.927
1682937600,28484.9,473.495
1682937660,28481.1,99.224
1682937720,28481.8,214.879
1682937780,28493.7,210.625
1682937840,28505.1,70.733
1682937900,28510.8,235.061
1682937960,28522.2,107.351
1682938020,28507.7,42.363
1682938080,28507.7,72.843
1682938140,28506.4,25.876
1682938200,28505.5,174.919
1682938260,28507.9,184.302
1682938320,28521.4,240.461
1682938380,28535.3,194.379
1682938440,28544.8,162.054
1682938500,28534.8,75.258
1682938560,28542.2,103.002
1682938620,28546.3,69.813
1682938680,28540.5,45.989
1682938740,28538.3,116.285
1682938800,28537.8,259.75
1682938860,28529.2,110.098
1682938920,28543.9,192.741
1682938980,28534.1,24.018
1682939040,28534.2,90.526
1682939100,28542.7,339.431
1682939160,28559.7,414.68
1682939220,28550,111.775
1682939280,28552,92.099
1682939340,28541.5,114.578
1682939400,28543.1,153.175
1682939460,28534.2,123.975
1682939520,28533.6,153.538
1682939580,28522.7,131.11
1682939640,28513.8,127.218
1682939700,28514.5,210.598
1682939760,28516.6,89.845
1682939820,28526,81.101
1682939880,28518.8,146.871
1682939940,28501,110.432
1682940000,28500.9,252.394
1682940060,28496.8,263.568
1682940120,28497.4,196.088
1682940180,28493.3,59.978
1682940240,28503.9,179.419
1682940300,28509.1,185.111
1682940360,28497.7,50.386
1682940420,28501,175.014
1682940480,28505.5,91.697
1682940540,28518.6,209.399
1682940600,28533.6,69.82
1682940660,28529.5,82.82
1682940720,28525.1,75.378
1682940780,28535.1,120.77
1682940840,28520.1,51.534
1682940900,28518.8,65.269
1682940960,28508.4,124.332
1682941020,28507,93.156
1682941080,28519.8,90.592
1682941140,28527.2,37.986
1682941200,28532.4,115.449
1682941260,28541,120.681
1682941320,28536.3,82.843
1682941380,28538.6,50.158
1682941440,28538.4,131.098
1682941500,28545,77.252
1682941560,28529.8,43.928
1682941620,28523.1,47.362
1682941680,28525.6,115.13
1682941740,28520,39.795
1682941800,28522.7,109.324
1682941860,28537.6,296.241
1682941920,28548.2,111.241
1682941980,28553,190.9
1682942040,28542.4,49.527
1682942100,28542.9,60.6
1682942160,28542.5,111.491
1682942220,28521,128.08
1682942280,28513.7,528.992
1682942340,28512.9,101.966
1682942400,28510.6,234.014
1682942460,28492.2,2072.018
1682942520,28436.9,590.215
1682942580,28454.1,518.616
1682942640,28482.1,281.787
1682942700,28461.7,146.522
1682942760,28464.2,117.179
1682942820,28476.9,198.894
1682942880,28462.3,105.094
1682942940,28465,91.791
1682943000,28462.3,167.405
1682943060,28482.8,177.346
1682943120,28492.9,379.795
1682943180,28530,308.426
1682943240,28521.2,150.525
1682943300,28512.9,497.668
1682943360,28524.8,152.154
1682943420,28513.2,122.951
1682943480,28505,110.371
1682943540,28497.4,60.574
1682943600,28492.1,95.736
1682943660,28507.3,131.465
1682943720,28505,55.526
1682943780,28500.3,59.731
1682943840,28507,313.736
1682943900,28518.8,138.687
1682943960,28516.7,112.618
1682944020,28530.4,303.962
1682944080,28538.3,386.264
1682944140,28551.6,521.222
1682944200,28562.2,326.488
1682944260,28551.7,115.591
1682944320,28549.9,179.589
1682944380,28546.2,99.099
1682944440,28549.2,177.024
1682944500,28536,125.958
1682944560,28543,194.791
1682944620,28550,193.509
1682944680,28572.2,539.865
1682944740,28576.9,278.966
1682944800,28584.7,583.147
1682944860,28585.8,178.527
1682944920,28578.7,106.246
1682944980,28577.8,106.119
1682945040,28579.2,80.088
1682945100,28572.8,211.866
1682945160,28578.8,106.47
1682945220,28572.7,87.321
1682945280,28578.2,360.26
1682945340,28580.2,403.501
1682945400,28558.4,109.326
1682945460,28563.2,49.765
1682945520,28567.2,111.064
1682945580,28579.9,332.202
1682945640,28591.7,139.988
1682945700,28585.4,67.1
1682945760,28585.5,196.918
1682945820,28587.3,184.11
1682945880,28572.1,76.763
1682945940,28573.1,134.264
1682946000,28581.4,153.5
1682946060,28563.2,84.142
1682946120,28563.2,118.915
1682946180,28571.5,57.366
1682946240,28565.4,106.53
1682946300,28564.3,78.821
1682946360,28572.9,48.734
1682946420,28573,68.433
1682946480,28561.3,136.996
1682946540,28559.9,65.88
1682946600,28558.1,137.408
1682946660,28568.6,52.325
1682946720,28563.1,86.001
1682946780,28552.4,57.459
1682946840,28562.7,31.312
1682946900,28560.1,93.949
1682946960,28550.1,184.197
1682947020,28542.2,155.773
1682947080,28537.7,239.596
1682947140,28548.7,217.776
1682947200,28565.4,65.794
1682947260,28565.5,83.211
1682947320,28563.8,32.444
1682947380,28562,90.031
1682947440,28559.3,214.5
1682947500,28578.4,292.527
1682947560,28586.9,138.72
1682947620,28583.8,379.877
1682947680,28585.2,153.86
1682947740,28577.6,225.564
1682947800,28582.8,248.428
1682947860,28566.1,1006.582
1682947920,28599.6,512.45
1682947980,28584.8,304.492
1682948040,28549.9,339.179
1682948100,28554.9,393.637
1682948160,28533.3,618.99
1682948220,28530.5,196.887
1682948280,28536.9,211.165
1682948340,28550,135.791
1682948400,28556.1,154.376
1682948460,28538.5,108.802
1682948520,28542.7,161.059
1682948580,28533.9,443.354
1682948640,28517.9,785.855
1682948700,28514.8,271.341
1682948760,28506,351.473
1682948820,28490.2,272.109
1682948880,28508.4,201.351
1682948940,28502,286.196
1682949000,28505,327.774
1682949060,28500,770.265
1682949120,28471.6,435.33
1682949180,28506.5,283.534
1682949240,28507.5,225.391
1682949300,28498,346.982
1682949360,28466,1301.879
1682949420,28439.2,511.353
1682949480,28436.2,283.218
1682949540,28452.3,228.166
1682949600,28445.4,6845.108
1682949660,28415.1,1697.427
1682949720,28448.9,1446.866
1682949780,28474.4,987.623
1682949840,28461.3,360.806
1682949900,28435.5,610.331
1682949960,28481.2,1399.626
1682950020,28516.1,705.156
1682950080,28490.9,346.473
1682950140,28482.1,402.862
1682950200,28508.9,625.882
1682950260,28508.9,353.869
1682950320,28496.7,309.066
1682950380,28479.6,304.701
1682950440,28494.3,227.045
1682950500,28480.2,347.922
1682950560,28506.2,635.635
1682950620,28538.3,1007.683
1682950680,28555.1,396.537
1682950740,28531.8,299.376
1682950800,28511.1,519.55
1682950860,28471,526.424
1682950920,28459.3,1368.41
1682950980,28436.9,478.082
1682951040,28431.3,649.646
1682951100,28446.9,337.616
1682951160,28443.3,850.478
1682951220,28494.5,365.514
1682951280,28489.3,269.573
1682951340,28465.1,140.499
1682951400,28468.4,644.909
1682951460,28492.6,186.368
1682951520,28472.7,607.258
1682951580,28472,236.112
1682951640,28485.9,133.445
1682951700,28477.4,108.982
1682951760,28469.1,550.337
1682951820,28431.8,585.307
1682951880,28447,170.963
1682951940,28448.1,223.269
1682952000,28422,355.362
1682952060,28417.7,400.713
1682952120,28432.6,160.62
1682952180,28432.8,287.359
1682952240,28422.8,250.908
1682952300,28434.1,540.548
1682952360,28447.1,231.905
1682952420,28439.5,197.837
1682952480,28456.1,292.875
1682952540,28439.5,231.536
1682952600,28460.7,312.486
1682952660,28463.4,143.374
1682952720,28458.5,65.919
1682952780,28460,100.856
1682952840,28448.2,162.504
1682952900,28463.6,164.835
1682952960,28462.2,288.026
1682953020,28474.9,272.656
1682953080,28453.5,136.705
1682953140,28458,81.679
1682953200,28462.5,251.108
1682953260,28461.7,111.764
1682953320,28456.5,320.921
1682953380,28420.1,519.44
1682953440,28406.4,789.539
1682953500,28417.4,239.576
1682953560,28439.3,194.352
1682953620,28424,346.158
1682953680,28395.8,555.918
1682953740,28407.3,293.79
1682953800,28398.2,330.386
1682953860,28393.4,301.808
1682953920,28401.1,233.937
1682953980,28382.2,759.29
1682954040,28350.7,904.803
1682954100,28371.6,532.723
1682954160,28355,4254.348
1682954220,28352,1078.2
1682954280,28383,739.413
1682954340,28343,433.271
1682954400,28356.9,740.092
1682954460,28329.2,810.227
1682954520,28295.2,7629.898
1682954580,28235.2,1747.586
1682954640,28236,8283.578
1682954700,28127,2885.521
1682954760,28100,1754.319
1682954820,28182.3,1449.788
1682954880,28113.7,2948.218
1682954940,28119.8,2032.425
1682955000,28099.2,2109.421
1682955060,28106.4,1700.472
1682955120,28136,1210.5
1682955180,28122.3,1043.777
1682955240,28151,911.852
1682955300,28118.8,1100.918
1682955360,28160.1,874.574
1682955420,28149.2,808.43
1682955480,28128.1,612.997
1682955540,28143.3,1015.236
1682955600,28109.1,918.211
1682955660,28077.6,1429.681
1682955720,28085.6,667.725
1682955780,28107.5,413.404
1682955840,28110.8,474.274
1682955900,28095.7,678.86
1682955960,28139.3,662.087
1682956020,28156.8,1340.097
1682956080,28158.3,550.302
1682956140,28171.9,251.808
1682956200,28165,584.426
1682956260,28142,641.928
1682956320,28166.7,296.992
1682956380,28179.9,615.958
1682956440,28188.3,308.271
1682956500,28179.9,385.232
1682956560,28171.5,155.797
1682956620,28179.1,452.779
1682956680,28187.6,803.194
1682956740,28163.2,719.32
1682956800,28158.5,594.715
1682956860,28161.8,623.435
1682956920,28190,827.819
1682956980,28197.8,782.951
1682957040,28201.1,1441.408
1682957100,28238.9,1479.349
1682957160,28188.1,678.291
1682957220,28196.3,660.081
1682957280,28188,303.722
1682957340,28178.6,666.848
1682957400,28160.6,290.142
1682957460,28176.2,915.079
1682957520,28129.8,699.173
1682957580,28144.7,293.625
1682957640,28132,1687.644
1682957700,28126.1,915.511
1682957760,28114.7,564.22
1682957820,28134.1,180.7
1682957880,28141.4,299.933
1682957940,28133.8,532.955
1682958000,28168.9,283.334
1682958060,28159.7,241.761
1682958120,28160,155.129
1682958180,28143.9,421.754
1682958240,28109.9,2520.53
1682958300,28092.7,2299.05
1682958360,28036,2968.724
1682958420,28064.3,1182.121
1682958480,28108.6,580.031
1682958540,28139.9,451.972
1682958600,28106.5,965.31
1682958660,28160.8,607.066
1682958720,28174.9,484.854
1682958780,28163.5,254.048
1682958840,28178.2,464.635
1682958900,28194,649.769
1682958960,28188.6,266.642
1682959020,28189.4,321.475
1682959080,28186.5,352.625
1682959140,28189.4,494.7
1682959200,28182.1,207.909
1682959260,28185.9,139.743
1682959320,28197.1,220.564
1682959380,28195.2,342.335
1682959440,28211.5,474.806
1682959500,28207.3,224.8
1682959560,28216.2,325.938
1682959620,28224.6,309.6
1682959680,28208.6,317.053
1682959740,28235,250.335
1682959800,28231.1,391.568
1682959860,28243.2,783.513
1682959920,28256.2,944.527
1682959980,28285.3,604.103
1682960040,28283.2,344.264
